epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,10.1827,0.7422,0.95631,1,0.22154,0.00025722,0.00025722,0.00025722
2,20.6482,0.18667,0.98382,1,0.05943,0.000424041,0.000424041,0.000424041
3,30.837,0.07517,0.98382,1,0.04562,0.000483345,0.000483345,0.000483345
4,40.9548,0.04193,0.98544,1,0.04886,0.00043513,0.00043513,0.00043513
5,51.0631,0.07242,0.98706,1,0.05143,0.000279398,0.000279398,0.000279398
